grupo,ano,fecha_de_la_primera_nota_que_refiere_al_hallazgo,estado,cve_ente,ciudad_o_localidad,municipio,cve_muni,sitio_de_hallazgo,latitud,longitud,numero_de_fosas,numero_de_cuerpos,masculino,femenino,restos_si_1_no_0,total_restos,osamentas,total_de_cuerpos_y_osamentas,personas_identificadas,pdfs,vinculo_al_archivo_de_internet,nombre_del_medio,vinculo_web_al_medio_digital,averiguacion_previa_estatus_ap_ci,personas_consignadas,delitos_por_los_que_fueron_consignados,estado_procesal,observaciones,fosas_altas,cuerpos_altos,restos_altos
grupo_uno,2009,09/05/09,Chihuahua,08,Puerto Palomas,Ascención,5,na,na,na,2,14,na,na,0,0,0,14,na,fosas clandestinas 2006-2012 (45) págs 32 a 58,na,Reforma; El Sol de México; Impacto; Milenio; Ovaciones; Diario de México; Unomásuno; Crónica; El Gráfico; El Universal; La Jornada,na,na,na,na,na,la cifra puede aumentar a 20 cuerpos de personas,2,20,0
grupo_uno,2009,13/02/09,Coahuila de Zaragoza,05,na,Artega,4,En un paraje conocido como San José de la Roja,na,na,8,0,na,na,1,514,0,0,na,"fosas clandestinas 2006-2012 (45) págs 70, 89 y 90; fosa cuerpos 2006-2012 (42) pág 117; fosas clandestinas 2006-2012 (18) pág 231; FOSA EJECUTADO 2006-2012 (2) pág 8",na,Proceso; El Norte; Excelsior;  La Prensa,na,na,na,na,na,las cifras en un inicio decían entre 16 a 20 cuerpos. Se puso la cifra de 514 restos porque el artículo de Proceso que se sistematizó posteriormente da mayor detalle del hallazgo. La cifra de éste es la que se incluye,8,0,514
grupo_uno,2009,28/06/09,Guanajuato,11,Comunidad cueva de la virgen,Apaseo el Alto,4,na,na,na,1,8,NA,NA,0,0,0,8,na,fosa cuerpos 2006-12 (27) pág  61; fosa ejecutado (1) pág 383; fosas clandestinas 2006-2012 (45) pág 30,na,Milenio; Excelsior; Unomásuno,na,na,na,na,na,la cifra puede aumentar a 20 cuerpos de personas,1,20,0
grupo_uno,2009,07/12/09,Guerrero,12,Petaquillas,Chilpancingo de los Bravo,29,Cerro de Tepango,na,na,1,6,5,na,0,0,0,6,4,"fosa ejecutado 2006-12 (1) págs 369 a 371; fosas clandestinas 2006-2012 (44) págs 79, 91 y 93",http://www.jornada.unam.mx/2009/12/29/politica/008n1pol,La Jornada; Excelsior; Unomásuno; Impacto,na,na,na,na,na,la cifra puede aumentar a 8 cuerpos y 3 fosas,3,8,0
grupo_uno,2009,24/12/09,Guerrero,12,Comunidad de Acatempa,Teloloapan,58,na,na,na,1,2,1,1,0,0,0,2,na,fosa ejecutado 2006-12 (1) pág 370; fosas clandestinas 2006-2012 (44) pág 93; fosas cuerpos 2006-12 (26) pág 128,na,La Jornada; Impacto; Reforma,na,na,na,na,na,puede aumentar a 10 cuerpos,1,10,0
grupo_uno,2009,03/07/09,Michoacán de Ocampo,16,Coatepec de Morelos,Zitácuaro,112,En un finca,na,na,4,4,4,0,0,0,0,4,na,fosas clandestinas 2006-2012 (45) págs 21 a 29,na,El Sol de México; La Crónica; Unomásuno; Excelsior; Impacto; El Universal,na,na,na,na,na,puede aumentar a 5 cuerpos,4,5,0
grupo_uno,2009,30/04/09,Nuevo León,19,na,Anáhuac,5,na,na,na,1,3,3,0,0,0,0,3,na,fosas clandestinas 2006-2012 (45) págs 30 y 68; fosa ejecutado 2006-12 (1) pág 389; fosa cuerpos 2006-12 (27) pág 83,na,Reforma; Diario de México; El Sol de México; Excelsior,na,na,na,na,na,El caso no se está completamente seguros si es en Anáhuac o Vallecillos. Para no duplicar números sólo se está tomando como un caso,1,3,0
grupo_uno,2010,24/08/10,Baja California,02,na,Tijuana,4,"Colonia 3 de octubre, delegación la presa",na,na,1,2,2,na,0,0,0,2,na,fosa cuerpos 2006-12 (23) págs 16 y 20; fosa ejecutado 2006-12 (1) pág 332,na,El Universal; Ovaciones; Excelsior,na,na,na,na,na,las cifras pueden aumentar a 5 cuerpos,1,5,0
grupo_uno,2010,12/12/10,Chihuahua,08,Ascención,Ascención,5,Rancho La Zorrita,na,na,3,4,3,na,0,0,0,4,na,"fosas clandestinas 2006-2012 (41) págs 12, 14, 20, 21, 24, 25, 26, 33, 34, 36, 37,38, 41, 43; fosas clandestinas 2006-2012 (40) 183; fosa cuerpos (17) págs 164, 167, 169, 173, 177, 184, 186,",http://www.excelsior.com.mx/index.php?m=nota&amp;id_nota=696024  ; http://www2.esmas.com/noticierostelevisa/mexico/estados/237038/hallan-chihuahua-5-cuerpos-tres-fosas-clandestinas,Excelsior; Unomásuno; El Sol de México; Diario de México; El Gráfico; Milenio; ESMAS; El Universal,na,na,na,na,na,las cifras pueden aumentar a 5 cuerpos y 5 fosas,5,5,0
grupo_uno,2010,02/12/10,Chihuahua,08,Puerto Palomas,Ascención,5,na,na,na,11,20,17,3,0,0,0,20,na,"fosas clandestinas 2006-2012 (41) 14, 25, 64, 67, 68, 701, 73; fosas clandestinas 2006-2012 (40) pág 183; fosas comunes (5) pág 233;  fosa cuerpos (17) págs 164, 169, 173, 184, 221, 232, 241, 169, 177, 184, 186, 215, 231, 243, 245",http://www.excelsior.com.mx/index.php?m=nota&amp;id_nota=696024  ; http://www.cronica.com.mx/nota.php?id_nota=547587  ; http://www2.esmas.com/noticierostelevisa/mexico/estados/237038/hallan-chihuahua-5-cuerpos-tres-fosas-clandestinas  ; http://www.cronica.com.mx/nota.php?id_nota=547155  ; http://elsemanario.com/news/news_display.php?story_id=50336  ; http://archivo.eluniversal.com.mx/notas/726821.html,Unomásuno; Excelsior; La Crónica de hoy; La Prensa; ESMAS; EL Sol de México; El Semanario; El Universal; Diario de México; La razón de México,na,na,na,na,na,La cifra puede aumentar a 12 fosas,12,20,0
grupo_uno,2010,20/03/10,Chihuahua,08,Samalayuca,Juárez,37,El Vergel,na,na,2,5,na,na,0,0,0,5,na,"fosas clandestinas 2006-2012 (44) 67, 69 y 71",http://www.jornada.unam.mx/2010/03/20/politica/012n1pol,La Jornada; El Sol de México,na,na,na,na,na,La cifra puede aumentar a 13 cuerpos,2,13,0
grupo_uno,2010,05/11/10,Chihuahua,08,Chihuahua,Chihuahua,19,Colonia Granjas del Valle,na,na,1,1,1,na,0,0,0,1,1,fosa cuerpos 2006-12 (19) pág 200; fosa ejecutado 2006-12 (1) págs 293 y 294,http://www.excelsior.com.mx/index.php?m=nota&amp;id_nota=683189  ; http://www.eluniversal.com.mx/notas/722033.html,Excelsior; La Jornada; El Universal,na,na,na,na,na,La cifra puede aumentar a 3 cuerpos,1,3,0
grupo_uno,2010,09/12/10,Ciudad de M�xico,09,na,Tlalpan,12,A unos metros del km 37.5 de la carretera Cuernavaca-México,na,na,1,2,1,na,0,0,0,2,na,"fosas clandestinas 2006-2012 (41) págs 44, 48 y 57; fosa cuerpos (17) págs 95, 189 y 199",na,La Jornada; La Razón de México; Diario de México; Milenio,na,na,na,na,na,Puede aumentar a 2 fosas y 5 cuerpos,2,5,0
grupo_uno,2010,08/06/10,Guerrero,12,na,Taxco de Alarcón,55,Tiro de la mina La Concha,na,na,1,40,na,na,0,0,0,40,na,fosas clandestinas 2006-2012 (44) págs 47 y 50; fosas clandestinas 2006-2012 (42) pág 52; fosa cuerpos 2006-12 (23) pág 20; fosa cuerpos 2006-12 (24) págs 23 y 87,na,Excelsior; La Prensa; Reforma; Ovaciones; Proceso; Milenio,na,na,na,na,na,La cifra puede aumentar a 55 cuerpos,1,55,0
grupo_uno,2010,04/11/10,Guerrero,12,Tuncingo,Acapulco de Juárez,1,En un predio,na,na,1,18,18,0,0,0,0,18,18,"fosa cuerpos 2006-12 (20) págs 35, 37, 38, 39, 50, 51, 84, 86, 95, 113, 120, 142, 149; fosa cuerpos 2006-12 (17) págs 106, 109, 210; fosa cuerpos 2006-12 (18) págs 30, 40, 48, 50, 55, 82, 174, 176, 178;  fosa cuerpos 2006-12 (19) págs 22, 25, 28, 34, 35, 52, 58; fosas clandestinas 2006-2012 (41) págs 184 y 186",http://www.milenio.com/node/570833,Excelsior; Milenio; Mural; Unomásuno; La Prensa; Impacto; Ovaciones; El Universal; Reforma; La Jornada; Diario de México; Metro; Diario Imagen; El Financiero; El Economista; El Norte,na,na,na,na,na,La cifra puede aumentar a 20 cuerpos,1,20,0
grupo_uno,2010,15/12/10,Guerrero,12,Colonia Nueva Revolución,Acapulco de Juárez,1,En una huerta ubicada en zona boscosa,na,na,1,3,1,2,0,0,0,3,na,"fosa cuerpos 2006-12 (17) págs 134, 149, 153, 156; fosas clandestinas 2006-2012 (40) pág 180",na,El Sol de México; Proceso; Impacto; La Prensa,na,na,na,na,na,na,1,3,0
grupo_uno,2010,27/12/10,Guerrero,12,La Magdalena,Teloloapan,58,Camino que conduce a comunidad de La Magdalena,na,na,1,3,na,na,0,0,0,3,na,"fosa cuerpos 2006-12 (17) págs 98, 99 100",http://www.cronica.com.mx/notas/2010/551932.html,El Universal; Crónica; Excelsior,na,na,na,na,na,La cifra puede aumentar a 3 fosas,3,3,0
grupo_uno,2010,24/08/10,Hidalgo,13,na,Pachuca de Soto,48,"En la mina ""cuixi"" y la mina ""el castillo"" de Pachuca",na,na,1,3,na,na,0,0,0,3,na,fosas clandestinas 2006-2012 (42) págs 101; 103; fosa cuerpos 2006-12 (23) pág 20,na,Reforma; Ovaciones; Impacto Diario,na,na,na,na,na,Puede aumentar a 10 cuerpos de personas. Una nota también refiere a un hallazgo en Mineral del Chico,1,10,0
grupo_uno,2010,17/11/10,Jalisco,14,na,Chapala,30,Diferentes puntos de los cerros que rodean la Rivera de Chapala,na,na,1,2,na,2,0,0,0,2,2,"fosas clandestinas 2006-2012 (41) págs 151, 156, 157, 165, 171 ; fosa cuerpos 2006-12 (18) págs 14, 16, 20, 21, 27; fosa cuerpos 2006-12 (17) págs 238",http://www.milenio.com/node/580758  ; http://www.oem.com.mx/eloccidental/notas/n1858882.htm  ; http://www.lajornadajalisco.com.mx/2010/11/18/index.php?section=politica&amp;article=009n1pol  ; http://www.reforma.com/nacional/articulo/585/1168376/,Milenio; El Occidental; La Jornada; Diario de México; Excelsior; Metro; La Prensa; Reforma; Mural,na,na,na,na,na,La cifra puede aumentar a 4 cuerpos y tres fosas. De esos cuerpos que se agregan 1 sería masculino y otro femenino,3,4,0
grupo_uno,2010,12/09/10,Morelos,17,na,Puente de Ixtla,17,En un rancho del municipio,na,na,1,4,na,na,0,0,0,4,na,"fosas clandestinas 2006-2012 (42) 61, 65, 67, 69",na,La Prensa; El Sol de México; Excelsior; La Crónica,na,na,na,na,na,La cifra puede aumentar a 10 cuerpos,1,10,0
grupo_uno,2010,12/09/10,Morelos,17,na,Tlaltizapán de Zapata,24,na,na,na,1,2,na,na,0,0,0,2,na,"fosas clandestinas 2006-2012 (42) págs 61, 65, 67, 69",na,La Prensa; El Sol de México; Excelsior; La Crónica,na,na,na,na,na,na,1,2,0
grupo_uno,2010,25/06/11,Nuevo León,19,na,Juárez,31,"Hacienda Calderón, en el Fraccionamiento ""Las Aguilas""",na,na,9,51,2,3,0,0,0,51,na,"fosas clandestinas 2006-2012 (43) 8, 10, 16, 28, 36, 38; fosas clandestinas 2006-2012 (42) pág 117; fosa cuerpos 2006-12 (2) págs 34, 62; fosa cuerpos (23) págs 35, 51, 62; fosa cuerpos 2006-12 (8) pág 54; fosas clandestinas 2006-2012 (14) págs 76, 219; fosas cuerpos 2006-12 (10) pág 68; fosa cuerpos 2006-12 (3) págs 27, 32; fosa cuerpos 2006-12 (9) pág 162; fosas clandestinas 2006-2012 (112); fosas comunes (1) pág 494",http://www.cronica.com.mx/nota.php?id_nota=594835  ; http://www.jornada.unam.mx/2011/06/25/politica/013n1pol,El Sol de Morelia; La Crónica; El Norte; Milenio; La Jornada; Proceso; Excelsior; Unomásuno; Impacto; El Financiero; Ovaciones,na,na,na,na,na,La cifra puede está entre 2 a 48 cuerpos másculinos y 3 a 6 femeninos,9,51,0
grupo_uno,2010,31/07/10,Nuevo León,19,na,Juárez,31,Rancho Los Leones,na,na,1,12,na,na,0,0,0,12,na,fosa cuerpos 2006-12 (9) pág 162; fosa cuerpos 2006-12 (10) pág 68; fosas clandestinas 2006-2012 (42) pág 117; fosa cuerpos 2006-12 (2) pág 62; fosa cuerpos 2006-12 (23) pág 52,na,Proceso; Milenio; El Norte,na,na,na,na,na,Hay notas que mencionaron el caso en 2011,1,12,0
grupo_uno,2010,15/07/10,Nuevo León,19,na,Guadalupe,26,"Colonia Industrial, en el Negocio Grúas Monterrey",na,na,8,9,na,na,0,0,0,9,na,"fosas clandestinas 2006-2012 (43) págs 8, 28; fosas clandestinas 2006-2012 (42) pág 117; fosas clandestinas 2006-2012 (14) pág 219; fosas clandestinas 2006-2012 (44) pág 22; fosa cuerpos 2006-12 (23) pág 52; fosa cuerpos 2006-12 (17) pág 277",http://www.cronica.com.mx/nota.php?id_nota=594835,La Crónica; Proceso; Excelsior; El Universal; El Norte,na,na,na,na,na,"La cifra de cadáveres podría aumentar, puesto que estaban en barriles",8,9,0
grupo_uno,2010,04/08/10,Sinaloa,25,Comunidad Miravalles,Mazatlán,12,Rancho La uva,na,na,1,7,na,na,0,0,0,7,na,fosas clandestinas 2006-2012 (43) págs 108 a 111; fosa cuerpos 2006-12 (23) pág 40,na,Ovaciones; Unomásuno; Excelsior; La Jornada,na,na,na,na,na,La cifra puede aumentar a 3 fosas y 9 cuerpos,3,9,0
grupo_uno,2010,01/11/10,Sonora,26,na,Nogales,43,Brecha de terrecería que conduce al fraccionamiento La Mesa,na,na,1,9,8,1,0,0,0,9,na,"fosas clandestinas 2006-2012 (42) págs 11, 12, 16",na,Reforma; Ovaciones; La Crónica,na,na,na,na,na,na,1,9,0
grupo_uno,2011,16/01/11,Nayarit,18,na,Rosamorada,10,"En un Predio localizado en la comunidad ""Las minitas""",na,na,1,3,3,0,0,0,0,3,3,"fosa cuerpos 2006-12 (17) págs 18, 22, 23",na,Milenio; Unomásuno,na,na,na,na,na,Se registró en informe como de 2010,1,3,0
grupo_uno,2011,30/08/11,Chihuahua,08,Norogachi,Guachochi,27,na,na,na,1,7,6,1,0,0,0,7,7,"fosa cuerpos 2006-12 (7) págs 84, 138, 158, 162; fosas clandestinas 2006-2012 (13) págs 51, 60, 63; masacre fosas 2006-2012 (1) pág 275; fosas clandestinas 2006-2012 (11); fosas clandestinas 2006-2012 (12) pág 141",http://www.jornada.unam.mx/2011/08/30/politica/009n1pol,La Opinión de Apatzingán; El Diario de Juárez; Excelsior; La Jornada; Impacto Diario,na,na,na,na,na,La cifra puede aumentar a 12 cuerpos,1,12,0
grupo_uno,2011,14/04/11,Chihuahua,08,na,Juárez,37,"Brecha en las inmediaciones del KM 27 de la carretera a Casas Grandes, en el rancho La Candelaria",na,na,1,4,4,0,0,0,0,4,na,"fosa cuerpos 2006-12 (14) págs 16, 119, 125; fosas clandestinas 2006-2012 (33) págs 40, 213",http://www.reforma.com/edicionimpresa/notas/20110415/nacional/1270888.htm,Reforma; Excelsior; Milenio; Cambio de Michoacán; El Financiero,na,na,na,na,na,na,1,4,0
grupo_uno,2011,30/08/11,Chihuahua,08,Tres Jacales,Juárez,37,na,na,na,1,5,na,na,0,0,0,5,na,"fosas clandestinas 2006-2012 (13) págs 40, 44, 49, 60",http://impreso.milenio.com/node/9017502,"Excelsior, El Norte, El Diario de Juárez, Milenio",na,na,na,na,na,La cifra puede aumentar a 4 fosa y 8 cuerpos,4,8,0
grupo_uno,2011,04/06/11,Coahuila de Zaragoza,05,na,Guerrero,12,En un ejido sobre la carretera Piedras Negras-Nuevo Laredo,na,na,37,0,na,na,1,1314,0,0,na,"fosas clandestinas 2006-2012 (18) págs 228, 231, 232, 244, 250; fosa cuerpos 2006-12 (9) págs 44, 174",http://www.excelsior.com.mx/index.php?m=nota&amp;id_nota=742388   ; http://www.cronica.com.mx/nota.php?id_nota=583101,Excelsior; El Norte; La Crónica; El Gráfico; La Jornada,na,na,na,na,na,"La cifra puede aumentar a 38 fosas. Algunas notas mencionan que es en el Municipio de Guerrero, otras en Piedras Negras",38,0,1314
grupo_uno,2011,19/01/11,Durango,10,na,Durango,5,Fraccionamiento Las Fuentes; Fraccionamiento La Hacienda; San Vicente; Colonia Valle del Guadiana; Fraccionamiento Jardines de Durango; Fraccionamiento Camino del Sol; Ejido Cristobal Colón; Colonia Morga,na,na,8,259,na,na,1,2,0,259,na,fosa ejecutado 2006-12 (1); fosa cuerpos 2006-12 (13); fosa cuerpos 2006-12 (14); fosa cuerpos 2006-12 (15); fosa cuerpos 2006-12 (16);  fosa cuerpos 2006-12 (17); fosas clandestinas 2006-2012 (24); fosas clandestinas 2006-2012 (28);  fosas clandestinas 2006-2012 (25);  fosas clandestinas 2006-2012 (32);  fosas clandestinas 2006-2012 (35);  fosas clandestinas 2006-2012 (39);  fosas clandestinas 2006-2012 (27); fosas comunes 2006-12 (4); fosa cuerpos 2006-12 (12); masacre fosas 2006-12 (1); fosas clandestinas 2006-2012 (22);  fosas comunes 2006-12 (3); fosa cuerpos 2006-12 (10); fosa cuerpos 2006-12 (11); fosa ejecutado 2006-12 (1); fosas clandestinas 2006-2012 (20); fosas clandestinas 2006-2012 (19); fosa cuerpos 2006-12 (09); fosas clandestinas 2006-2012 (16); fosas clandestinas 2006-2012 (18); fosas clandestinas 2006-2012 (19);  fosas clandestinas 2006-2012 (15); fosa cuerpos 2006-12 (08); fosas clandestinas 2006-2012 (14);   fosas clandestinas 2006-2012 (11); fosa cuerpos 2006-12 (07); fosas clandestinas 2006-2012 (12);  fosa cuerpos 2006-12 (06); fosas clandestinas 2006-2012 (09);  fosa cuerpos 2006-12 (05);  fosa cuerpos 2006-12 (04); fosas clandestinas 2006-2012 (08); fosas clandestinas 2006-2012 (09); fosas comunes 2006-12 (1);,http://impreso.milenio.com/node/8898310   http://www.excelsior.com.mx/node/705701   http://www.milenio.com/node/700582  http://www.terra.com.mx/noticias/articulo/1094898/Arden+3+estados+por+narcoataques+en+jueves+santo.htm?ref=1   http://cronica.com.mx/nota.php?id_nota=574138   http://www.jornada.unam.mx/texto/003n2pol.htm   http://www.vozdemichoacan.com.mx/minuto/?p=64134   http://www.jornada.unam.mx/texto/011n2pol.htm  http://www.cronica.com.mx/nota.php?id_nota=577803   http://www.excelsior.com.mx/index.php?m=nota&amp;id_nota=735965  http://www.eluniversal.com.mx/estados/80304.html  http://www.elporvenir.com.mx/notas.asp?nota_id=497729   http://www.milenio.com/node/724511  http://www.jornada.unam.mx/texto/012n2pol.htmç   http://www.jornada.unam.mx/texto/008n1pol.htm   http://www.excelsior.com.mx/index.php?m=nota&amp;id_nota=737962   http://impreso.milenio.com/node/8953602   http://www.oem.com.mx/elsoldedurango/notas/n2064265.htm   http://ejecentral.com.mx/noticias/articulo/36427   http://www.cronica.com.mx/nota.php?id_nota=584559    http://www.ochocolumnas.com.mx/index.php/general/nacional/5667-hallan-5-cuerpos-mas-en-fosa.de-durango-van-234.html  http://elporvenir.com.mx/notas.asp_id=500417   http://www.eluniversal.com.mx/estados/80640.html   http://www.elfinanciero.com.mx/index.php/sociedad/corresponsales/26865-hallan-dos-cuerpos-en-fosa-clandestina-en-durango  http://impreso.milenio.com/node/8968333   http://vozdemichoacan.com.mx/minuto/?.p=70369  http://www.jornada.unam.mx/texto/018n2pol.htm   http://www.oem.com.mx/elsoldedurango/notas/n2089360.htm  http://correo-gto.com.mx/notas.asp?id=229253  http://www.excelsior.com.mx/index.php?m=nota&amp;id_nota=746518  http://www.cronica.com.mx/nota.php?id_nota=586996    http://impreso.milenio.com/node/9010554  http://www.eluniversal.com.mx/estados/81889.html    http://www.razon.com.mx/spip.php?article103551  http://www.elvigia.net/noticia/hallan-fosa-clandestina-con-10-cuerpos-en-norte-de-m-xico  http://www.excelsior.com.mx/index.php?m=nota&amp;id_nota=796122,24 horas; ABC; El Vigía; La Opinión; La Crónica; El Diario de México; Eje Central; El Diario de Juárez; El Diario de Querétaro; El Econimista; El Financiero; El Gráfico; El Norte; El Porvenir; El Semanario; El Sol de México; El Sol de Durango; El Sol de Tulancingo; El Universal; El Vigía; Excelsior; Correo; Imagen; Impacto; Ocho Columnas; La Jornada; La Opinión; La Opinión de Apatzingán; La Prensa; La Razón de México; La Voz de Michoacán; Provincia; Milenio; Mural; Notimex; Ovaciones; Proceso; Récord; Reforma; Pulso; Tamaulipas en línea; Terra; Unomásuno,na,na,na,na,na,La cifra puede aumentar a 11 fosas con 268 cuerpos,11,268,2
grupo_uno,2011,07/01/11,Durango,10,na,Lerdo,12,Ejido Los Ángeles; Colonia Ampliación Ciprés; Colonia San Fernando;,na,na,1,7,na,na,0,0,0,7,na,"fosas clandestinas 2006-2012 (40) págs 128, 134; fosas clandestinas 2006-2012 (09) págs 16, 228, 277, 279, 280, 281, 284, 285, 286, 288, 290, 295, 296, 298; fosa cuerpos 2006-12 (5) págs 16, 227; fosa cuerpos 2006-12 (17) págs  61, 65, 66",http://sdpnoticias.com/sdp/contenido/estados/2011/01/07/28/1187733    http://www.vozdemichoacan.com.mx/?p=85695    http://www.diario21.com/?module=displaystory&amp;story_id=81433&amp;format=html      http://noticierostelevisa.esmas.com/nacional/361154/localizan-6-cuerpos-dos-fosas-clandestinas-durango,Unomásuno; SDP Noticias; 24 horas; La Jornada; La Voz de Michoacán; El Diario de Juárez; Esmás; La Prensa; El Universal; Excelsior; El Sol de México; El Diario de México; Ovaciones; Impacto; La Crónica; El Norte,na,na,na,na,na,La cifra puede aumentar a 3 fosas y 14 cuerpos,3,14,0
grupo_uno,2011,23/08/11,Durango,10,na,Cuencamé,4,En una vivienda anexa a una escuela secundaria,na,na,1,3,2,1,0,0,0,3,na,fosas clandestinas 2006-2012 (13) pág 221; fosa cuerpos 2006-12 (7) pág 252; fosa cuerpos 2006-12 (8) pág  17,http://www.elporvenir.com.mx/notas.asp?nota_id=519287,El Porvenir; Ovaciones; Excelsior,na,na,na,na,na,La cifra puede aumentar a 2 fosas y 7 cuerpos,2,7,0
grupo_uno,2011,02/05/11,Durango,10,Los Herrera,Santiago Papasquiaro,32,na,na,na,1,8,na,na,0,0,0,8,na,"fosas clandestinas 2006-2012 (16) págs 91, 103; fosas clandestinas 2006-2012 (20) pág 66; fosas clandestinas 2006-2012 (24) pág 156; fosas clandestinas 2006-2012 (19) págs  132, 202; fosas clandestinas 2006-2012 (09) pág 16; fosa cuerpos 2006-12 (12) pág 69; fosa cuerpos 2006-12 (08) pág 172;  fosa cuerpos 2006-12 (10) pág  142; fosas clandestinas 2006-2012 (22) pág 126",http://www.excelsior.com.mx/index.php?m=nota&amp;id_nota=737962          http://www.elporvenir.com.mx/notas.asp?nota_id=497729,Excelsior; Provincia; La Voz de Michoacán; El Norte; El Porvenir; 24 horas,na,na,na,na,na,La cifra puede aumentar a 14 cuerpos,1,14,0
grupo_uno,2011,21/11/11,Durango,10,Leona Vicario,San Juán del Río,28,na,na,na,1,7,na,2,0,0,0,7,na,"fosas clandestinas 2006-2012 (09) págs 221, 222, 224, 226, 228, 230, 234, 235; fosas comunes 2006-12 (2) págs 120, 121",NA,NA,na,na,na,na,na,La cifra puede aumentar a 9 cuerpos,1,9,0
grupo_uno,2011,10/03/11,Guerrero,12,na,Acapulco de Juárez,1,"Predio en los límites del parque ""El veladero"" , cerca de la colonia 24 de febrero",na,na,3,9,9,na,0,0,0,9,na,"fosa cuerpos 2006-12 (15) págs 293, 295, 296, 300, 309, 311; fosas clandestinas 2006-2012 (39) págs 167 a 170, 187, 190; fosa ejecutado 2006-2012 (1) pág 195; fosas clandestinas 2006-2012 (32) pág 165;",http://www.jornada.unam.mx/texto/012n1pol.htm ; http://www.lajornadaguerrero.com.mx/2011/03/11/index.php?section=sociedad&amp;article=005n1soc ; http://www.elfinanciero.com.mx/index.php/sociedad/corresponsales/16188-encuentran-nueve-cuerpos-en-guerrero ; http://www.reforma.com/libre/online07/edicionimpresa/ ;,La Prensa; El Financiero; La Jornada Guerrero; El Sol de México; Excelsior; La Crónica; Reforma; Unomásuno,na,na,na,na,na,na,3,9,0
grupo_uno,2011,09/06/11,Guerrero,12,na,Acapulco de Juárez,1,Colonia Loma Bonita-la providencia,na,na,4,10,8,2,0,0,0,10,na,"fosas clandestinas 2006-2012 (18) págs 17, 18, 19, 38, 47, 58, 60, 64, 68, 74, 75, 76; fosa cuerpos 2006-12 (9) págs 96, 99, 100, 102, 116, 124, 126, 128, 130; fosa ejecutado 2006-12 (1)pág 132; fosas clandestinas 2006-2012 (16) pág 180",http://www.elbravomatamoros.com/noticias.aspx?seccion=1&amp;noticia=322388  ;  http://impreso.milenio.com/node/8973213  ;  http://www.jornada.unam.mx/texto/012n11pol.htm  ;  http://www.cronica.com.mx/nota.php?id_nota=584559,La Crónica; La Jornada; Milenio; Unomásuno; El Norte; El Sol de México; Ovaciones; Reforma; El Bravo de Matamoros; Impacto,na,na,na,na,na,La cifra puede aumentar a 6 fosas y 14 cuerpos,6,14,0
grupo_uno,2011,02/03/11,Guerrero,12,Comunidad San Antonio la Gavia,San Miguel Totolapan,54,"La comunidad está a 10 km de la cabecera municipal, en las faldas de un cerro",na,na,1,17,na,na,0,0,0,17,na,"fosas clandestinas 2006-2012 (40) págs 36, 42, 44, 45, 54; fosas clandestinas 2006-2012 (39) págs 204, 222; fosas clandestinas 2006-2012 (35) pág 11; fosas clandestinas 2006-2012 (14) pág 86; fosas clandestinas 2006-2014 (1) pág 341; fosa cuerpos 2006-12 (16) pág 66","http://www.cronica.com.mx/notas/2011/563908.html  ;  http://ejecentral.com.mx/ligas/externas/noticias/32818  ; http://noticias.terra.com.mx/mexico/seguridad/hallan-18-cadaveres-en-fosas-clandestinas-en-guerrero,3e781d47603df310VgnCLD200000bbcceb0aRCRD.html  ;  http://www.reforma.com/libre/online07/edicionimpresa/default.shtm?seccion=primera  ;  http://www.debate.com.mx/eldebate/noticias/default.asp?IdArt=12633951&amp;IdCat=12302",La Crónica; Eje Central; El Universal; Reforma; La Prensa; La Jornada; El Debate; La Razón de México; Zeta,na,na,na,na,na,La cifra puede aumentar a 2 fosas y 20 cuerpos. Una nota menciona que se estimaba un cálculo de hasta 100 cuerpos en la zona,2,20,0
grupo_uno,2011,06/07/11,Jalisco,14,Santiaguito,Arandas,8,na,na,na,2,4,4,0,0,na,0,4,1,"fosas clandestinas 2006-2012 (15) págs 240, 243; fosas clandestinas 2006-2012 (14) pág 309; fosa cuerpos 2006-12 (8) pág 251",http://impreso.milenio.com/node/8987626,Milenio; El Norte; Mural,na,na,na,na,na,La cifra puede aumentar a 5 fosas y 7 cuerpos,5,7,0
grupo_uno,2011,21/04/11,Jalisco,14,na,Degollado,33,"En el Racho ""Camino real""",na,na,1,2,na,na,0,0,0,2,na,"fosa cuerpos 2006-12 (13) págs 131, 139, 156, 157; fosas clandestinas 2006-2012 (28) págs 137, 140, 154, 195",http://impreso.milenio.com/node/8947359,Mural; La Jornada; Reforma; Público; La Opinión; El Norte,na,na,na,na,na,na,1,2,0
grupo_uno,2011,16/12/11,Jalisco,14,na,Guadalajara,39,En las instalaciones de la Federación de Estudiantes de Guadalajar (FEG),na,na,1,5,5,0,0,0,0,5,5,"fosas clandestinas 2006-2012 (9) págs 61, 65; fosas clandestinas 2006-2012 (1) pág 62; fosa cuerpos 2006-12 (5) pág 13; fosa cuerpos 2006-12 (3) pág 256",NA,La Jornada; Milenio; Excelsior,na,na,na,na,na,La cifra puede aumentar a dos fosas,2,5,0
