grupo,ano,fecha_de_la_primera_nota_que_refiere_al_hallazgo,estado,cve_ente,ciudad_o_localidad,municipio,cve_muni,sitio_de_hallazgo,latitud,longitud,numero_de_fosas,numero_de_cuerpos,masculino,femenino,restos_si_1_no_0,total_restos,osamentas,total_de_cuerpos_y_osamentas,personas_identificadas,pdfs,vinculo_al_archivo_de_internet,nombre_del_medio,vinculo_web_al_medio_digital,averiguacion_previa_estatus_ap_ci,personas_consignadas,delitos_por_los_que_fueron_consignados,estado_procesal,observaciones,fosas_altas,cuerpos_altos,restos_altos
grupo_uno,2017,13/11/17,Guerrero,12,na,Copanatoyac,20,En un paraje de la carretera Tlapa-Marquelia. Cerca de un crucero que conduce a la comunidad de Santa Cruz ,na,na,na,5,na,na,0,0,0,12,na,csv,na,Al Momento,na,na,na,na,na,6 cr�neos,na,14,0
grupo_uno,2017,09/09/17,Nayarit,18,na,Xalisco,8,Entre las parcelas de ca�a que colindan en dos municipios. La localidad colinda con la capital de Nayarit,na,na,1,7,6,1,0,0,0,7,na,csv,na,El Universal; La silla rota; Impacto; El Diario,na,na,na,na,na,na,1,7,0
grupo_uno,2017,18/03/17,Veracruz de Ignacio de la Llave,30,na,Alvarado,11,En un rancho que colinda con la laguna de Alvarado.  ,na,na,8,47,na,na,0,0,0,47,na,csv,http://almomento.mx/la-costumbre-del-poder-fosas-clandestinas-jueces/   ;    http://www.jorgecastronoriega.com/encuentran-a-familia-queretana-en-fosa-de-veracruz-en-septiembre-del-2016-desaparecieron/,Al Momento; Sin Embargo; El Economista; La Raz�n de M�xico; La Jornada; Uno m�s Uno; El Universal; El Gr�fico; Ovaciones; Metro,na,na,na,na,na,"47 cr�neos, hay una nota que menciona m�s de 200 cuerpos ",8,299,0
grupo_uno,2017,12/12/17,Veracruz de Ignacio de la Llave,30,na,Atzacan ,22,En las faldas del Cerro de Matlalapa,na,na,1,3,1,3,1,0,0,3,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=268970537&idc=2621&servicio=4&costo=25950,Sin Embargo; La Jornada; R�cord; Uno m�s Uno,na,na,na,na,na,na,1,4,0
grupo_dos,2017,03/06/17,Veracruz de Ignacio de la Llave,30,Cuautlapan,Ixtaczoquitlán,85,"Al pie del cerro. En un predio de aproximadamente dos hect�reas. En la localidad de Cuautlapan,",na,na,na,40,na,na,0,0,0,40,na,csv,na,El Mundo de C�rdoba; SDP Noticias,na,na,na,na,na,Las notas siempre mencionan m�s de 40 cuerpos ,na,40,0
grupo_dos,2017,12/12/17,Veracruz de Ignacio de la Llave,30,na,minatitlán,108,na,na,na,1,3,0,3,0,0,0,3,na,csv,na,Sin Embargo,na,na,na,na,na,na,1,3,0
grupo_dos,2017,12/12/17,Veracruz de Ignacio de la Llave,30,na,San Andr�s Tuxtla ,141,Un camino que conduce a la localidad de Buenos Aires.,na,na,1,1,0,1,0,0,0,1,na,csv,na,Sin Embargo,na,na,na,na,na,na,1,1,0
grupo_dos,2017,15/06/17,Veracruz de Ignacio de la Llave,30,na,Tihuatl�n,175,Dentro del rancho La Gallera,na,na,22,6,na,na,1,100,0,6,na,csv,na,La Silla Rota,na,na,na,na,na,na,22,6,100
grupo_uno,2017,15/11/17,Chihuahua,08,na,Bocoyna,9,a la altura del kil�metro 100 de la carretera Creel-Guachochi,na,na,2,4,1,na,1,7,0,4,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=289854832&idc=2621&servicio=4&costo=24090,Reforma; Excelsior; Metro,na,na,na,na,na,na,3,4,7
grupo_dos,2017,23/05/17,Chihuahua,08,na,Guadalupe,28,en la regi�n del Valle de Ju�rez,na,na,na,0,na,na,0,0,19,19,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=249866783&idc=2621&servicio=4&costo=28665,El Universal,na,na,na,na,na,na,na,19,0
grupo_uno,2017,01/07/17,Chihuahua,08,Las Varas,Madera,40,na,na,na,4,4,na,na,0,0,0,8,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=267695118&idc=2621&servicio=4&costo=12716,Uno más Uno; La Jornada; Milenio; Metro,na,na,na,na,na,na,4,8,0
grupo_dos,2017,25/03/17,Chihuahua,08,na,Urique,65,na,na,na,2,6,na,na,0,0,0,6,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=250257481&idc=2621&servicio=4&costo=28800,La Jornada,na,na,na,na,na,na,2,6,0
grupo_dos,2017,26/12/17,Guanajuato,11,na,Celaya,7,"�A un costado del camino a Tenango el Nuevo, en las inmediaciones del Cerro de las Brujas.�",na,na,1,4,NA,NA,0,0,0,4,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=296810902&idc=2621&servicio=4&costo=256224,Uno más Uno,na,na,na,na,na,na,1,4,0
grupo_uno,2017,16/08/17,Guerrero,12,na,Acapulco de Juárez,1,"en un terreno bald�o del fraccionamiento Joyas del M�rquez, en la colonia Llano largo.�",na,na,5,6,5,1,0,0,0,6,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=275209246&idc=2621&servicio=4&costo=117856,Milenio; El Universal; Reporte �ndigo; Uno m�s uno; La prensa,na,na,na,na,na,na,5,6,0
grupo_dos,2017,23/10/17,Guerrero,12,na,Acapulco de Juárez,1,"Atr�s de un templo religioso de la colonia Sina�, en Acapulco",na,na,1,6,na,na,0,0,0,6,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=286276887&idc=2621&servicio=4&costo=168099,Reforma,na,na,na,na,na,na,1,6,0
grupo_dos,2017,01/06/17,Guerrero,12,na,Ajuchitl�n del Progreso ,3,En la comunidad de Agua Zarca,na,na,2,7,na,na,0,0,0,7,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=261397579&idc=2621&servicio=4&costo=25296,Uno más Uno; El D�a ,na,na,na,na,na,na,2,7,0
grupo_dos,2017,15/11/17,Guerrero,12,na,Chilpancingo de los Bravo,29,Interior de una vivienda abandonada en la calle Cerrada de Terrapl�n y Privada de Aguas Blancas en la colonia Miguel Alem�n,na,na,1,4,na,na,0,0,0,4,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=289828158&idc=2621&servicio=4&costo=184212,Reforma; Uno m�s Uno,na,na,na,na,na,na,3,4,0
grupo_dos,2017,27/05/17,Guerrero,12,na,San Miguel Totolapan,54,"En el poblado El Terrero, en el municipio de San Miguel Totolapan",na,na,na,0,na,na,0,0,2,2,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=260423473&idc=2621&servicio=4&costo=7738,Reforma; Ovaciones,na,na,na,na,na,na,na,2,0
grupo_dos,2017,21/08/17,Guerrero,12,na,Tlapa de Comonfort,66,"Cerro ubicado en las inmediaciones de la colonia Pir�mides de Contlalco, en la cabecera municipal de Tlapa de Comonfort y regi�n de La Monta�a",na,na,1,2,1,1,0,0,0,2,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=275925515&idc=2621&servicio=4&costo=147968,Uno más Uno,na,na,na,na,na,na,1,2,0
grupo_uno,2017,17/04/17,Jalisco,14,na,Tlajomulco de Zúñiga,97,"En las inmediaciones del rancho Los Trigos, en la Colonia Jardines de Tlajomulco.",na,na,6,6,6,0,0,0,0,6,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=254183738&idc=2621&servicio=4&costo=28260,Reforma; El D�a; La Jornada,na,na,na,na,na,na,6,6,0
grupo_dos,2017,13/12/17,Jalisco,14,na,San Pedro Tlaquepaque,98,"Dentro del Pante�n San Sebastianito, ubicado en la calle del �guila en la colonia Lomas de Santa Mar�a, ubicado en el cruce de Perif�rico y Avenida Jes�s Michel Gonz�lez, en Tlaquepaque",na,na,1,3,na,na,0,0,0,3,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=294830981&idc=2621&servicio=4&costo=210732,Uno más Uno,na,na,na,na,na,na,1,3,0
grupo_dos,2017,17/03/17,Michoacán de Ocampo,16,na,Coahuayana,14,�Predio del ejido El Ticuiz,na,na,1,3,3,0,0,0,0,3,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=248792779&idc=2621&servicio=4&costo=18564,Capital M�xico,na,na,na,na,na,na,1,3,0
grupo_dos,2017,18/12/17,Michoacán de Ocampo,16,na,Zamora,108,en un predio a orillas de los poblados de Atacheo y El Esp�ritu.,na,na,1,2,2,0,0,0,0,2,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=295741235&idc=2621&servicio=4&costo=213656,Uno m�s Uno,na,na,na,na,na,na,1,2,0
grupo_dos,2017,02/04/17,Michoacán de Ocampo,16,na,Ecuandureo ,30,En una barranca situada entre las localidades de Atacheo y Moreno de Bravo,na,na,1,7,na,na,0,0,0,7,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=251707895&idc=2621&servicio=4&costo=27360,La Jornada,na,na,na,na,na,na,1,7,0
grupo_dos,2017,07/08/17,Morelos,17,na,Xochitepec,28,En el cerro de Las Flores,na,na,1,5,na,na,0,0,0,5,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=273583008&idc=2621&servicio=4&costo=108324,La Prensa,na,na,na,na,na,na,1,5,0
grupo_dos,2017,28/01/17,Morelos,17,na,Amacuzac,1,El Silbato y Las Trincheras,na,na,4,8,na,na,0,0,0,8,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=241387515&idc=2621&servicio=4&costo=15912,La Prensa; Milenio,na,na,na,na,na,na,4,8,0
grupo_dos,2017,27/10/17,Nayarit,18,na,San Blas,12,"En un predio �denominado La Guinea, destinado ala cosecha de mango en el puerto de San Blas",na,na,2,3,3,0,0,0,0,3,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=287084374&idc=2621&servicio=4&costo=31602,La Jornada; Excelsior,na,na,na,na,na,na,3,3,0
grupo_dos,2017,02/11/17,Nayarit,18,na,San Blas,12,Una brecha que est� entre Aticama y Santa Cruz de Miramar,na,na,4,9,na,na,0,0,0,9,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=288158241&idc=2621&servicio=4&costo=209372,Uno m�s Uno; El Universal,na,na,na,na,na,na,5,11,0
grupo_dos,2017,01/12/17,Puebla,21,na,San Salvador Huixcolotla,144,Paraje ubicado a unos 200 metros de la carretera estatal Huixcolotla-Acatzingo entre los municipios de Reyes de Ju�rez y Huixcolotla,na,na,2,3,3,0,0,0,0,3,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=292644672&idc=2621&servicio=4&costo=32627,El Sol de México,na,na,na,na,na,na,2,3,0
grupo_dos,2017,15/10/17,Sinaloa,25,na,Ahome,1,En las inmediaciones de la colonia Nuevo Horizonte,na,na,2,3,na,na,0,0,0,3,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=258475043&idc=2621&servicio=4&costo=35820,La Jornada,na,na,na,na,na,na,2,3,0
grupo_dos,2017,16/11/17,Chihuahua,08,na,Cuauhtémoc,17,En un paraje del ejido San Ignacio a la altura del kil�metro 100 de la carretera Creel-Guachochi,na,na,3,6,na,na,0,0,0,6,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=289977154&idc=2621&servicio=4&costo=171292,Uno m�s Uno,na,na,na,na,na,na,3,6,0
grupo_dos,2017,15/06/17,Sinaloa,25,na,Culiac�n ,6,"En las inmediaciones del r�o Culiac�n, cerca de las cribas de Acapulquitom, en la zona de Aguaruto",na,na,1,0,na,na,0,0,1,1,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=264510187&idc=2621&servicio=4&costo=227052,Uno m�s Uno,na,na,na,na,na,na,1,1,0
grupo_dos,2017,01/12/17,Sinaloa,25,na,Culiac�n ,6,"La regi�n de los Cacastes, de la sindicatura de Baila. Esto a ocho kil�metros de la Laguna de Canachi",na,na,2,2,2,0,0,0,0,2,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=293793649&idc=2621&servicio=4&costo=243576,Uno m�s Uno; El Sol de M�xico ,na,na,na,na,na,na,2,4,0
grupo_dos,2017,20/11/17,Sinaloa,25,na,Ahome,1,En un predio ubicado a espaldas del fraccionamiento Urbi Villa del Rey,na,na,7,9,1,1,0,0,0,9,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=290901898&idc=2621&servicio=4&costo=167960,Uno m�s Uno; Reforma,na,na,na,na,na,na,7,9,0
grupo_dos,2017,26/01/17,Sinaloa,25,na,Mazatlán,12,"Cerca de El Quelite, comunidad situada 37 kil�metros al norte del municipio de Mazatl�n, Sinaloa.",na,na,1,na,na,na,1,na,na,na,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=240934389&idc=2621&servicio=4&costo=39060,La Jornada,na,na,na,na,na,na,1,na,na
grupo_dos,2017,02/07/17,Sinaloa,25,na,Mazatlán,12,En la colonia Presas del Valle,na,na,1,1,na,na,0,0,0,1,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=267403557&idc=2621&servicio=4&costo=265095,Reforma,na,na,na,na,na,na,1,1,0
grupo_uno,2017,07/08/17,Sinaloa,25,na,Mazatlán,12,"En una huerta de mango localizada a un costado de la carretera Villa Uni�n-El Walamo, a unos 25 kil�metros al sur de Mazatl�n.",na,na,2,10,8,2,0,0,0,10,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=273579668&idc=2621&servicio=4&costo=27268,Uno m�s Uno; El Financiero ,na,na,na,na,na,na,2,10,0
grupo_dos,2017,06/09/17,Tamaulipas,28,na,R�o Bravo ,33,la Brecha 21 con 6 Norte,na,na,1,3,na,na,0,0,0,3,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=278641373&idc=2621&servicio=4&costo=42186,El Sol de México,na,na,na,na,na,na,1,3,0
grupo_dos,2017,27/08/17,Veracruz de Ignacio de la Llave,30,na,Atzacan ,22,na,na,na,1,5,na,na,0,0,0,5,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=276918961&idc=2621&servicio=4&costo=42744,Reforma,na,na,na,na,na,na,1,5,0
grupo_dos,2017,19/03/17,Veracruz de Ignacio de la Llave,30,na,Minatitlán,108,na,na,na,1,3,0,3,0,0,0,3,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=249110140&idc=2621&servicio=4&costo=441232,Proceso,na,na,na,na,na,na,1,3,0
grupo_dos,2017,05/09/17,Zacatecas,32,na,Guadalupe,17,En un predio de la comunidad La Zacatecana,na,na,4,5,4,1,0,0,0,5,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=278431820&idc=2621&servicio=4&costo=22680,El Universal; La Jornada,na,na,na,na,na,na,4,5,0
grupo_uno,2017,06/08/17,Zacatecas,32,na,Valpara�so ,49,"En las faldas del cerro La Chorreada, en el ejido San Mart�n, colindante con el de Santa Ana",na,na,4,7,4,3,0,0,0,7,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=275590799&idc=2621&servicio=4&costo=19800,El Universal; La Jornada; Milenio; El Financiero; Exc�lsior; El Pa�s; Uno m�as Uno; Reforma ,na,na,na,na,na,na,4,14,0
grupo_dos,2018,29/10/18,Baja California Sur,03,na,Los Cabos ,8,Predio cerca del poblado de San Jos� del Cabo,na,na,2,3,1,2,0,0,0,3,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=333663888&idc=2621&servicio=4&costo=23607,Uno m�s Uno; Excelsior ,na,na,na,na,na,na,2,3,0
grupo_dos,2018,24/12/18,Chiapas,07,na,Tuxtla Guti�rrez,101,Calle Benjaminas,na,na,1,2,2,0,0,0,0,2,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=339588543&idc=2621&servicio=4&costo=104994,Uno m�s Uno,na,na,na,na,na,na,1,2,0
grupo_dos,2018,19/10/18,Chihuahua,08,na,Carich�,12,Ejido El Sauz,na,na,3,na,na,na,1,na,na,na,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=332711915&idc=2621&servicio=4&costo=107576,Metro; Uno m�s Uno,na,na,na,na,na,na,3,na,na
grupo_dos,2018,12/01/18,Chihuahua,08,na,Chihuahua,19,Calle 12 Colonia Villa Ju�rez,na,na,1,1,na,na,0,0,0,1,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=298975643&idc=2621&servicio=4&costo=77268,Reforma,na,na,na,na,na,na,1,1,0
grupo_dos,2018,12/01/18,Chihuahua,08,na,Chihuahua,19,Colonia Desarrollo Urbano,na,na,1,3,na,na,0,0,0,3,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=298975643&idc=2621&servicio=4&costo=77268,Reforma,na,na,na,na,na,na,1,3,0
grupo_dos,2018,12/01/18,Chihuahua,08,na,Chihuahua,19,Colonia Aeropuero,na,na,1,1,na,na,0,0,0,1,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=298975643&idc=2621&servicio=4&costo=77268,Reforma,na,na,na,na,na,na,1,1,0
grupo_dos,2018,12/01/18,Chihuahua,08,na,Juárez,37,Colonia Palestina,na,na,1,1,na,na,0,0,0,1,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=298975060&idc=2621&servicio=4&costo=25272,Capital M�xico,na,na,na,na,na,na,1,1,0
grupo_dos,2018,12/01/18,Chihuahua,08,na,Juárez,37,Colonia Valle Dorado,na,na,4,7,na,na,0,0,0,7,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=298975060&idc=2621&servicio=4&costo=25272,Capital M�xico,na,na,na,na,na,na,4,7,0
grupo_dos,2018,04/03/18,Chihuahua,08,na,Juárez,37,na,na,na,1,0,na,na,0,0,2,2,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=306759157&idc=2621&servicio=4&costo=19516,Ovaciones,na,na,na,na,na,na,1,2,0
grupo_uno,2018,15/05/18,Chihuahua,08,na,Juárez,37,En una brecha de medio metro cerca de la Universidad Aut�noma de Ciudad Ju�rez,na,na,3,4,4,0,0,0,0,4,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=317722931&idc=2621&servicio=4&costo=36992,Reforma; Uno m�s Uno; Exc�lsior ,na,na,na,na,na,na,3,4,0
grupo_dos,2018,14/09/18,Chihuahua,08,na,Juárez,37,na,na,na,1,0,na,na,0,0,4,4,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=329263350&idc=2621&servicio=4&costo=11978,24 Horas,na,na,na,na,na,na,1,4,0
grupo_dos,2018,11/08/18,Colima,06,na,Tecomán,9,Comunidad Tecolapa,na,na,na,5,na,na,0,0,0,5,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=326222303&idc=2621&servicio=4&costo=34222,La Jornada,na,na,na,na,na,na,na,5,0
grupo_dos,2018,08/07/18,Guerrero,12,na,Acapulco de Juárez,1,Tanque de agua de la CONAGUA en la colonia Alta Cuauht�moc,na,na,1,1,na,na,0,0,0,1,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=323157875&idc=2621&servicio=4&costo=18864,La Prensa,na,na,na,na,na,na,1,1,0
grupo_uno,2018,11/10/18,Guerrero,12,na,Acapulco de Juárez,1,Vivienda en la colonia Emiliano Zapata,na,na,3,6,na,na,0,0,0,6,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=331841851&idc=2621&servicio=4&costo=33740,La Jornada; Milenio; Uno m�s Uno,na,na,na,na,na,na,4,6,0
grupo_dos,2018,29/10/18,Guerrero,12,na,Acapulco de Juárez,1,Colonia Loma Bonita,na,na,5,5,4,1,0,0,0,5,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=333663080&idc=2621&servicio=4&costo=119682,Milenio; El Financiero,na,na,na,na,na,na,5,5,0
grupo_dos,2018,12/11/18,Guerrero,12,na,Acapulco de Juárez,1,Colona Emiliano Zapata,na,na,1,1,1,0,0,0,0,1,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=334988184&idc=2621&servicio=4&costo=27735,Exc�lsior ,na,na,na,na,na,na,1,1,0
grupo_uno,2018,23/12/18,Guerrero,12,na,Acapulco de Juárez,1,Cerca de un acantilado y la Cueva del Diablo entre La Mira y Potrerillo,na,na,8,3,na,na,1,na,0,3,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=339588647&idc=2621&servicio=4&costo=35836,Uno m�s Uno; El Universal; La Jornada; El Financiero; Milenio; Exc�lsior ,na,na,na,na,na,na,8,11,na
grupo_dos,2018,07/02/18,Guerrero,12,na,Iguala de la Independencia,35,"Al sur de la cabecera municipal en una carretera que conecta con la carretera federal M�xico-Acapulco, tramo Chilpancingo-Iguala",na,na,1,3,2,1,0,0,0,3,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=302883983&idc=2621&servicio=4&costo=212704,Uno m�s Uno,na,na,na,na,na,na,1,3,0
grupo_dos,2018,14/03/18,Jalisco,14,na,Autl�n de Navarro,15,En el predio conocido como El Camich�n,na,na,na,4,4,0,0,0,0,4,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=308217063&idc=2621&servicio=4&costo=24174,La Jornada,na,na,na,na,na,No desagrega tanto el estado en que se encotraron los cuerpos de las personas. ,1,4,0
grupo_dos,2018,07/06/18,Jalisco,14,na,El Salto,70,Predio en la calle Miami en colonia Lomas del Aeropuerto,na,na,1,2,1,1,0,0,0,2,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=320130653&idc=2621&servicio=4&costo=53703,Ovaciones; El Universal,na,na,na,na,na,na,1,8,0
grupo_uno,2018,06/08/18,Jalisco,14,na,Guadalajara,39,Finca entre las calles Oviedo y B�jar de la col. Sta. Elena de la Cruz,na,na,1,10,9,1,0,0,0,10,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=325883815&idc=2621&servicio=4&costo=56576,Uno m�s Uno; El Financiero; Ovaciones; La Prensa; La Jornada ,na,na,na,na,na,na,1,11,0
grupo_dos,2018,28/08/18,Jalisco,14,na,Juanacatl�n ,51,na,na,na,1,6,4,2,0,0,0,6,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=327668231&idc=2621&servicio=4&costo=48117,Exc�lsior ,na,na,na,na,na,na,1,6,0
grupo_uno,2018,26/10/18,Jalisco,14,na,Lagos de Moreno,53,"Predio El Lindero, San Miguel Buenavista",na,na,1,19,16,3,1,7,0,19,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=333429510&idc=2621&servicio=4&costo=26269,Exc�lsior; La Jornada; El Universal; Uno m�s Uno; Reporte �ndigo ,na,na,na,na,na,na,3,21,7
grupo_uno,2018,20/07/18,Jalisco,14,na,Tlajomulco de Zúñiga,97,Finca 201-A del fraccionamiento Villa Fontana Acua,na,na,1,7,6,1,0,0,0,7,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=326013475&idc=2621&servicio=4&costo=35836,El Universal; Uno m�s Uno; Exc�lsior; El Financiero,na,na,na,na,na,na,2,10,0
grupo_dos,2018,22/09/18,Jalisco,14,na,Tlajomulco de Zúñiga,97,Predio entre fraccionamiento Los Robles y la Cl�nica 180 del IMSS,na,na,1,2,1,na,0,0,0,2,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=329975677&idc=2621&servicio=4&costo=14457,EL Sol de M�xico; Exc�lsior,na,na,na,na,na,na,1,6,0
grupo_uno,2018,16/10/18,Jalisco,14,na,Tonalá,101,"Predio en obra negra, detr�s del Centro Comercial Altea de la colonia Agua Escondida",na,na,1,16,14,2,0,0,0,16,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=332445401&idc=2621&servicio=4&costo=3280,Exc�lsior; La Jornada; La Raz�n; Uno m�s Uno; Reforma; Ovaciones; Metro; El Heraldo de M�xico; 24 Horas; Reporte �ndigo,na,na,na,na,na,na,3,16,0
grupo_dos,2018,24/12/18,Michoacán de Ocampo,16,Santiago Azago,Coeneo ,16,Predio de la localidad de Santiago Azago,na,na,1,4,na,na,0,0,0,4,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=339588543&idc=2621&servicio=4&costo=104992,Uno m�s Uno; La Jornada,na,na,na,na,na,na,1,4,0
grupo_dos,2018,19/02/18,Michoacán de Ocampo,16,na,Aguililla,2,na,na,na,1,1,1,0,0,0,0,1,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=304738097&idc=2621&servicio=4&costo=168776,Uno m�s Uno,na,na,na,na,na,na,1,1,0
grupo_dos,2018,26/04/18,Michoacán de Ocampo,16,na,Tar�mbaro,88,"Paraje del cerro El Tecolote, Mes�n Nuevo",na,na,2,8,3,5,0,0,0,8,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=315333393&idc=2621&servicio=4&costo=52470,Exc�lsior; El D�a ,na,na,na,na,na,na,2,8,0
grupo_dos,2018,05/11/18,Michoacán de Ocampo,16,na,Zacapu,107,Construcci�n en obra negra,na,na,2,4,4,0,0,0,0,4,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=334311920&idc=2621&servicio=4&costo=39201,Reforma,na,na,na,na,na,na,2,4,0
grupo_dos,2018,07/03/18,Michoacán de Ocampo,16,na,Zit�cuaro,112,"En un taller mec�nico calle Morelos y Pav�n, colonia El Calvario",na,na,1,1,na,na,0,0,0,1,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=307182675&idc=2621&servicio=4&costo=213044,Uno m�s Uno,na,na,na,na,na,na,1,1,0
grupo_dos,2018,17/01/18,Nayarit,18,na,Xalisco,8,Ca�averales en la v�a Xalisco-Pantanal,na,na,1,33,na,na,0,0,0,33,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=299682551&idc=2621&servicio=4&costo=66924,El Universal; Reforma,na,na,na,na,na,na,1,33,0
grupo_dos,2018,13/02/18,Nayarit,18,na,Xalisco,8,"en el poblado de Testerazo, en la zona conocida como La Loma del Coyote",na,na,1,8,na,na,0,0,0,8,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=303819580&idc=2621&servicio=4&costo=89692,Uno m�s Uno,na,na,na,na,na,na,1,8,0
grupo_dos,2018,27/05/18,Nayarit,18,na,Xalisco,8,Predio Valle Grande,na,na,2,na,na,na,0,0,na,na,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=318977923&idc=2621&servicio=4&costo=15180,Exc�lsior ,na,na,na,na,na,na,2,na,na
grupo_dos,2018,15/02/18,Nayarit,18,na,Xalisco,8,Predio cerca de la facultad de Agricultura de la Universidad Aut�noma de Nayarit,na,na,1,1,na,na,0,0,0,1,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=304147136&idc=2621&servicio=4&costo=230044,Uno m�s Uno,na,na,na,na,na,Era un cr�neo,1,1,0
grupo_dos,2018,06/06/18,Nayarit,18,na,San Blas,12,"Predio la Convalecencia, ejido de Mecat�n",na,na,1,5,na,na,0,0,0,5,na,csv,http://www.emedios.com.mx/genericas/detallenotaenlace.aspx?id=320004171&idc=2621&servicio=4&costo=173332,Uno m�s Uno,na,na,na,na,na,na,1,5,0
